384 10
7225 10
9828 4
8068 8
5489 3
6918 8
5456 8
8901 6
2328 3
10371 8
10237 10
658 5
5621 10
499 5
2710 4
8605 1
996 6
1570 4
969 10
8245 2
6780 4
902 6
10799 6
7248 1
706 1
9697 5
10999 2
4590 1
7487 1
10760 8
11167 8
4958 7
308 6
4555 1
6115 7
3585 6
9394 10
3448 0
2796 10
1484 4
554 9
11145 3
6158 10
10210 9
5472 6
10902 8
4058 4
1604 9
11010 4
7060 1
1184 3
5406 9
7136 3
4653 4
9545 3
5363 8
5230 4
5017 10
10896 3
3169 7
1893 8
1269 5
5479 7
6907 10
8685 10
9945 6
2870 1
4191 7
11140 4
10926 10
2104 4
3767 5
8385 10
3752 10
5462 10
8357 8
9354 1
2711 4
7705 10
5113 10
10360 8
2024 3
8319 2
11551 5
1529 4
696 3
8627 6
9543 3
10545 4
2461 2
5214 5
2613 4
1715 3
5877 6
2483 10
3975 7
580 10
3289 4
6622 2
5253 8
2025 1
6620 1
3501 6
3971 6
1214 10
4547 1
9090 1
951 1
10208 4
9362 8
8720 1
10088 7
662 3
1104 3
4149 3
6880 10
11063 6
9072 6
10876 5
6495 4
5859 1
10855 10
6933 1
11017 1
725 10
880 10
5846 2
3961 1
587 10
11559 3
2813 10
4820 10
8323 1
4335 2
3595 6
7117 10
1070 9
2033 3
7656 2
1089 1
8958 10
6742 4
7572 3
2625 3
10841 10
11586 1
5084 4
8651 1
557 10
7670 3
7028 6
8531 10
160 8
9725 5
10080 9
2684 2
4385 7
5438 10
9608 10
3003 7
790 1
9121 1
9704 8
9632 6
3599 10
8075 2
8 3
6752 4
6678 3
11175 1
2660 8
4026 4
1128 4
5615 6
6176 8
11199 1
3671 1
9569 2
9751 8
2707 4
11553 5
8369 3
2987 5
2980 1
2547 0
10726 3
5435 6
10777 1
6177 3
2039 4
10120 1
8377 5
10750 10
1523 6
1623 1
7605 8
1145 10
1589 7
1287 1
2537 2
5874 8
403 10
10873 5
1989 3
878 10
8486 10
9680 8
888 8
6687 3
11377 10
918 9
6424 4
508 6
2703 4
6707 7
4485 1
3014 6
2678 1
2573 1
3323 8
3796 3
4893 10
2372 10
10194 8
5129 10
7606 0
3429 7
6675 7
10351 2
3769 4
11124 4
10967 5
4491 10
187 10
10179 4
10146 10
7128 3
9965 9
10793 6
6059 4
10648 7
11096 2
3698 4
4526 1
4361 0
9862 7
10158 8
7623 10
4663 10
7667 10
2213 1
5037 1
4221 8
6920 3
1066 4
1560 10
5802 8
11408 5
11552 5
7235 10
4109 1
555 10
6051 3
3104 1
1862 10
11244 1
7962 2
5891 4
10723 4
10714 4
3697 4
6763 4
3950 10
5857 4
2593 10
3452 7
8794 1
11612 4
6951 6
6602 1
5907 5
4810 10
2792 1
9472 6
4960 10
7557 10
4282 2
6215 10
5461 10
7532 10
6894 10
9237 7
2550 1
6835 1
3336 4
4181 8
7072 6
2541 4
515 10
9302 9
10707 7
1970 4
2221 4
1843 1
2298 3
195 6
7349 6
31 10
2143 8
4726 3
7250 0
6514 7
5085 4
5182 3
4126 2
810 10
10409 0
10893 3
2534 8
4090 4
4963 7
8598 1
6634 6
6324 2
10018 1
1732 1
4322 1
10851 10
3668 4
7788 1
266 1
6056 10
10418 3
1580 5
3315 6
5125 6
146 1
11588 1
482 9
6063 7
9774 4
6765 4
281 4
8774 10
5415 8
6487 4
1685 6
1855 1
6972 9
5101 10
6541 1
1155 10
2858 6
3021 8
10341 3
11677 10
6791 10
1701 7
174 3
5200 6
7422 3
3482 1
3925 8
10222 2
5579 6
6886 10
4828 4
945 10
272 6
8872 1
7937 0
6331 6
10820 1
9624 10
11078 10
591 3
10637 1
7039 10
9169 8
2171 1
9963 7
5186 10
8988 4
11270 6
10289 6
4678 4
687 1
10627 10
1212 1
2308 10
8499 10
2538 4
6433 4
7187 1
5285 4
8348 8
1224 2
11097 1
11315 8
3226 10
886 8
10578 2
10295 6
144 10
53 10
4747 4
4830 4
6588 1
1540 4
9814 4
3128 3
2801 4
6335 4
11095 0
9068 8
7196 2
908 1
4437 10
10765 3
8459 6
10677 10
8219 10
9891 4
4900 9
8537 0
417 10
10686 3
10201 10
10401 8
9042 1
10858 6
1110 3
3423 10
11554 10
1807 1
489 10
9534 9
1559 1
5392 6
11113 1
10584 2
6845 3
1886 8
7847 8
1810 10
1246 9
1683 10
9252 10
2788 1
3908 4
3206 1
3569 2
11604 1
1896 10
10191 3
8747 1
4897 1
2839 9
5434 1
319 9
4285 2
2065 10
5495 2
4047 4
3528 1
3378 9
9993 3
2489 5
4169 1
2022 1
8634 2
5246 7
3853 3
10030 5
1952 1
3156 1
8113 6
4923 1
5202 10
1977 4
8940 3
5639 1
5231 1
4992 4
2444 7
11330 9
1043 10
10301 1
7570 10
10077 0
7029 8
6811 8
2073 3
3559 10
3982 10
10973 2
2448 8
11517 10
3911 1
3038 4
808 6
3299 10
4911 2
2841 10
10311 9
6982 7
10703 9
6016 1
3212 6
6381 6
3424 4
6002 4
2657 2
3623 1
10569 8
5712 10
2503 10
2498 3
4943 2
3288 1
1334 8
7357 3
104 9
7550 10
2197 0
11375 3
9141 0
6339 6
6423 4
9867 4
1310 10
4410 3
371 8
9181 2
4852 10
6989 7
9822 4
1644 7
9699 10
2148 10
7144 10
3090 1
3108 10
3037 8
10317 8
8177 10
7342 4
9217 3
5029 1
7999 3
3932 5
9037 10
4458 4
5133 6
5760 3
1372 4
11641 7
9386 6
6477 6
7094 2
8520 5
9845 4
8169 0
10310 8
4262 2
3067 1
1721 0
6297 6
11195 10
724 4
2637 4
2031 10
4978 1
177 10
8176 6
9913 4
10913 7
6703 3
6313 6
6404 10
6793 2
6291 3
1331 1
8261 4
7642 10
8760 3
7015 1
11210 6
10417 8
5409 6
9119 1
525 8
1079 10
10174 0
1823 10
6664 1
1467 4
11342 1
8474 6
6237 5
2721 2
2809 1
9547 10
3544 3
5746 4
11250 5
4010 10
2139 6
4584 7
3775 6
8042 1
3586 6
7563 8
611 10
4617 3
9329 10
1717 3
5177 9
492 8
7992 8
9201 2
5582 1
7047 4
1435 4
11490 8
5026 10
2495 10
8536 4
10272 8
4628 10
9614 8
4245 8
228 10
2214 6
4801 10
399 3
10935 7
7759 10
3145 8
9477 10
6848 7
1736 1
6844 3
743 4
11637 2
2354 10
11563 5
820 10
9174 2
4621 10
8817 8
10476 3
56 1
7946 7
289 10
10347 0
6181 4
6992 1
437 9
4316 2
3570 6
209 1
5336 4
7346 4
7931 0
4 1
7071 7
2623 5
10879 10
2529 4
9510 4
10498 1
3915 10
4816 7
9165 10
11056 3
7140 10
906 3
11571 1
5420 10
827 8
5534 9
6030 4
5805 4
245 10
3997 4
3543 0
7971 2
400 5
8991 9
4748 4
2457 1
999 4
2505 5
998 4
4867 10
9358 1
688 6
10503 1
3725 4
8002 10
3931 9
1185 3
4136 2
1969 4
8666 5
9779 1
2390 6
9317 2
616 10
5829 4
4892 4
8562 10
703 2
1596 1
10535 8
3365 1
5376 0
4055 4
5083 4
10915 3
5266 8
4896 2
4986 4
11245 4
5998 2
1908 10
653 0
2211 4
6884 10
2243 1
8216 10
9352 5
7702 10
3621 3
5282 7
6539 8
4376 10
7941 2
5942 8
691 1
5841 7
7764 9
7810 2
10527 10
5048 1
9149 4
9524 4
9629 6
2048 7
1419 6
8140 9
4106 10
5983 4
3711 5
3266 10
9264 5
6856 6
2649 6
9961 8
6201 4
944 8
296 9
3419 9
7308 7
2416 7
2374 8
5030 10
432 1
5959 6
980 1
10198 10
2724 3
7437 10
7420 3
10939 7
8525 9
1661 4
2814 1
305 10
5794 5
5947 1
7148 10
8058 1
3601 6
9113 1
8106 4
8402 1
4977 4
9271 7
8834 10
10223 10
9140 0
1012 7
4039 4
10173 3
1684 10
10665 2
8504 8
645 7
8761 6
6625 1
794 10
4232 9
4062 3
2377 5
8977 6
8896 3
3303 9
1415 4
1405 4
4044 4
1134 6
11601 8
4657 5
2347 10
4011 8
7394 7
5654 3
10370 8
3048 1
3078 8
8283 10
4972 10
9050 10
8277 7
94 6
5551 2
8917 6
4512 4
4853 3
10751 2
6021 6
4185 9
8538 7
5167 0
216 10
5574 9
8631 10
8209 1
6890 10
10859 10
6712 8
6306 6
7292 1
1588 6
1953 8
2601 10
5788 6
8620 0
9373 7
5972 3
11051 5
7201 9
8870 1
4105 4
11235 7
9083 6
5294 0
6412 10
11194 8
10908 10
762 0
5327 4
1111 3
6414 7
4796 1
6815 4
4214 10
7968 3
11190 1
6736 4
10735 1
7955 2
10748 8
8493 9
7200 1
5105 4
1833 10
5754 10
7724 8
801 9
11082 10
10402 10
5225 8
11389 7
10228 10
3186 10
7314 6
2501 10
5958 6
5425 10
4904 1
6087 4
3733 1
11085 10
4708 1
10977 10
5051 5
937 6
3642 1
10894 3
11009 4
8188 1
3227 5
6417 4
675 3
989 8
10257 1
4145 7
8491 1
8566 1
7829 0
6073 4
10166 7
10478 1
11087 10
4764 0
1006 7
11106 4
7400 4
5291 8
9289 10
5657 8
1379 4
2235 1
1705 1
744 4
1729 8
2105 4
9826 4
1375 4
9832 4
3154 1
10867 10
153 3
1639 1
11238 4
1857 10
1044 10
7559 8
6366 8
11526 3
8052 6
11187 10
3351 5
695 1
5536 7
10022 3
8036 3
9953 3
3376 9
10866 6
25 10
6641 8
2402 8
3281 8
4184 10
2396 10
10079 4
5243 1
7729 10
10285 2
6583 2
1731 4
4374 10
100 6
4909 4
7301 6
8970 7
8827 10
3490 7
4585 7
3331 9
2272 9
9276 1
8226 1
11508 6
8077 10
2997 1
2320 10
181 10
9783 4
11635 10
9 10
4675 4
1305 1
1129 6
6757 6
2825 0
7772 8
392 6
11391 2
2306 9
8163 10
11511 8
9270 0
5313 10
8379 10
4717 4
7706 10
6929 3
3754 9
6693 3
845 10
10829 2
10589 10
9379 1
10250 3
11343 1
2677 1
5283 6
8862 1
9224 7
11264 4
3906 6
67 10
10701 2
8023 1
4768 2
8015 1
9375 6
3504 10
8833 9
5565 8
8497 0
7707 1
3565 7
7957 7
6515 3
3788 9
10510 7
8931 7
360 0
4694 3
3895 6
4839 3
9732 6
7736 8
264 3
8275 7
4015 4
10608 10
4687 4
11619 10
10705 1
9172 6
3611 4
4799 10
3410 2
4470 3
8258 0
7457 6
11652 6
10892 10
7070 10
3970 4
9105 1
1349 4
10547 4
3216 3
899 8
1755 0
8393 2
9651 10
11650 10
9695 10
1944 1
11208 10
5703 8
5850 2
7703 3
10110 1
9111 6
1799 4
904 9
3425 7
8325 10
7491 1
7938 10
10277 4
812 10
11672 3
8529 3
5933 5
3645 6
4903 4
7290 10
6656 4
10514 1
3412 9
2755 9
3428 8
9910 4
11624 9
5810 8
1189 6
7129 6
11496 0
1095 8
4260 3
9801 4
1098 10
11073 10
9577 3
3047 8
977 6
1497 4
5111 10
5080 10
6076 3
3934 8
1091 3
5365 1
4607 1
2234 1
4848 0
10095 5
7932 0
2611 3
1179 7
8501 10
5583 8
10300 2
2137 6
11192 10
2968 2
9104 4
9642 10
4224 7
6111 8
10696 7
2682 1
1543 4
2019 4
10937 1
329 9
11489 7
9750 10
11385 6
5096 4
10732 3
6781 4
10480 7
10685 6
900 8
7343 4
11128 4
3847 1
4483 1
5856 10
1200 3
8705 2
3985 4
2301 10
9966 3
5990 4
2159 4
5307 6
5979 8
4808 1
11110 4
3073 5
132 5
6320 5
4741 7
8507 6
8510 10
8997 0
11457 4
1316 8
178 10
522 10
3713 7
8071 4
11438 6
4736 8
1792 10
11659 10
737 4
719 4
8689 0
8249 8
9821 1
6986 10
7166 1
3564 1
3879 1
9806 6
2576 1
9663 8
10836 0
3457 1
9843 4
8785 8
10574 8
9311 10
4891 6
6850 7
5345 8
1158 10
1088 6
4931 3
661 1
282 4
11420 10
3629 8
9588 10
749 8
9254 10
4595 1
5123 1
3704 4
1802 4
10413 1
2716 4
9498 4
3785 1
1707 3
9064 1
7089 2
9702 8
7777 3
4298 1
8961 8
10169 10
5606 8
11630 3
8895 5
6353 3
2142 9
7255 10
11314 10
4952 4
7963 2
11198 10
9665 5
9344 10
9163 10
6458 4
5766 10
11317 5
10983 6
5206 6
5405 10
5352 5
8388 8
3615 8
3650 1
4127 1
4063 3
4228 5
4997 4
4057 4
11295 3
2091 3
2958 7
3573 7
10266 4
8663 6
4944 10
6125 3
5391 10
10693 7
6930 1
11053 4
11204 8
938 5
6642 4
6872 10
8070 5
2177 6
5248 8
6728 4
8228 10
4135 3
11276 9
2783 4
1343 1
4267 10
6699 0
4890 7
1548 5
10185 8
7293 1
7180 4
11265 1
5682 9
700 4
9232 6
8425 10
686 7
7056 6
2955 9
9684 8
9717 5
8568 3
1583 5
4596 1
7363 0
863 8
10279 1
5308 7
200 6
4029 4
581 10
10844 1
8590 8
8362 0
1630 4
3515 8
11521 1
9339 10
9720 5
4472 6
9403 9
8886 10
1228 2
939 10
1186 3
10632 3
6462 3
235 1
3144 0
5923 3
8026 1
8471 10
1753 7
7504 10
7660 10
10950 5
7798 2
5718 10
1172 10
9855 1
5247 8
9983 3
8006 5
4038 4
8344 10
3938 6
9881 6
452 10
8573 7
7578 1
7725 1
4257 7
322 9
1760 5
1786 3
2295 4
5706 7
7499 10
5971 8
3663 10
1653 8
10002 7
6952 8
8669 6
10106 7
10951 8
7057 6
6187 7
1960 4
5941 6
1992 2
3158 2
11 8
9549 3
2793 3
10936 1
8142 7
4552 9
5920 8
1025 0
11007 4
9242 10
9153 6
324 10
4095 1
3690 5
3252 3
8763 5
5929 9
3355 4
1421 1
1146 6
8038 3
3502 8
1240 8
406 10
7377 4
11311 8
5792 10
2994 4
7686 9
7659 3
3511 10
711 4
11547 0
4692 10
6467 4
1015 5
9300 3
10007 4
7108 0
10611 3
2141 7
1945 4
7926 0
7622 10
11403 10
3561 6
34 8
4684 4
1411 8
11477 6
5618 10
9947 4
11341 3
1255 8
5498 5
3267 10
9666 6
3440 10
1869 3
4244 9
8962 2
690 10
2169 7
5732 5
9146 1
2853 2
11616 7
9135 10
10758 8
11083 10
381 10
8091 3
9337 10
11228 4
894 10
7305 1
10945 6
4331 2
11055 10
5174 3
898 2
1403 4
6611 1
10444 10
4570 3
9544 1
7773 8
8989 8
1437 4
702 4
4623 10
6027 4
9199 10
10516 3
11162 3
3415 3
9405 1
5832 10
8290 4
817 5
3173 3
4408 5
6738 6
9715 6
2095 3
7245 6
6334 1
7325 9
7147 10
4369 7
10594 1
7048 1
10651 6
2713 9
3103 3
11141 4
758 8
8787 10
10039 8
3190 8
3554 1
10339 3
8743 10
4406 10
2344 3
745 4
5697 9
10992 8
11625 6
9151 3
10229 1
2264 6
8791 1
2975 6
520 10
10629 3
4752 8
10803 9
5683 9
2609 3
5937 3
3282 8
9616 10
978 4
1187 1
6853 6
1795 4
4078 10
2773 1
4609 1
9737 10
5154 5
5367 10
1017 7
10032 10
10911 2
7996 1
6351 6
5918 6
1549 4
5614 10
10602 10
10119 5
10315 0
6369 8
276 3
2646 4
9516 4
363 10
8829 10
9365 1
5653 10
1718 1
2715 1
223 10
2661 1
5885 3
4200 4
6274 8
10135 3
3603 1
6719 1
6543 3
1072 1
10429 10
677 0
6805 7
2015 4
6544 9
11254 1
3203 1
5132 6
6926 3
10306 0
2424 1
3951 10
5211 10
5487 9
10248 1
7824 0
6373 0
7923 10
9522 10
1750 8
4908 4
9873 6
197 3
2863 10
5326 4
3264 10
6241 1
9292 10
8722 10
5776 7
9449 4
11565 10
10573 3
5302 7
7704 10
4542 3
2800 4
3533 6
8812 7
6028 6
846 10
4083 10
9623 10
3080 2
7508 9
1657 4
1093 1
4048 4
10869 10
5673 6
2385 3
8594 1
6523 10
1634 4
303 1
6166 1
4602 1
6009 7
8553 1
10182 6
7812 5
11493 3
4593 9
1201 1
9147 10
11180 5
3683 3
3723 4
4422 0
2545 7
8082 6
3309 4
3433 10
9256 10
6621 1
9123 9
2662 7
7161 1
7652 10
1337 10
8409 10
928 10
1167 10
10186 6
5950 2
5407 10
5944 3
6437 2
1941 5
3280 10
1413 10
294 8
3771 7
760 0
3084 6
11418 3
7644 10
5568 2
9596 6
4487 1
7672 9
3041 4
5514 1
683 10
4446 6
3660 8
8740 10
811 10
10163 4
2789 2
3224 10
5235 1
10453 8
8927 5
121 7
10048 3
11579 1
87 7
9916 1
113 10
1735 1
8606 8
11016 1
5148 8
6162 10
6284 10
7099 6
2592 6
6144 2
2929 5
6931 8
8391 10
10461 10
9736 9
9067 3
7458 8
1257 1
1868 3
3006 7
4417 10
5624 8
3007 8
7614 2
11312 3
8424 1
6456 4
6816 4
8729 10
887 3
4682 4
5222 1
7432 10
5913 8
7173 10
11378 1
2062 10
620 7
6518 1
6192 0
5728 6
5761 3
9372 10
5263 8
782 4
6879 10
4311 10
1563 4
3927 10
7793 7
11065 10
5090 4
10724 3
11683 10
5451 9
2076 2
10601 10
6885 10
11506 8
5960 1
7756 2
6332 1
9185 1
4045 1
9994 3
6830 6
6581 1
4685 4
4668 10
7595 3
10280 10
7288 9
2622 4
2630 4
4288 3
8731 10
3920 2
5597 10
11590 10
4368 5
7905 0
5839 7
1077 7
3784 4
3325 7
11610 4
484 10
3044 4
7776 3
5535 2
4661 6
9671 8
4939 1
9879 4
9288 8
723 7
4649 2
4899 2
11654 5
10809 1
9283 9
10518 5
8943 6
2087 10
10066 1
9595 10
3887 8
9035 3
10534 3
5457 10
10961 3
9878 5
835 10
7784 9
8677 10
10741 3
4280 1
271 7
11400 1
2307 8
8040 10
5974 1
1272 9
843 10
5442 10
9722 10
5388 3
10147 5
9176 10
5040 3
2502 10
5650 6
2664 1
4503 6
4980 4
7915 10
9439 4
4766 6
849 3
1622 3
5808 9
10493 8
10955 10
10411 10
11660 10
741 4
7224 9
2093 4
5441 5
11203 6
4178 5
11473 3
8736 10
8625 2
1804 3
5454 8
1266 9
6852 6
6327 6
9809 5
8516 8
11258 6
7063 8
5147 5
10412 5
4660 8
2218 4
8996 10
4838 10
11609 4
8145 7
4352 3
5155 8
6149 3
9315 2
6496 6
1669 5
8898 9
8845 1
1164 10
7319 1
5570 8
458 10
7506 1
8398 8
9785 4
7695 9
2027 10
7924 0
6682 10
5382 2
3140 8
8656 7
3498 10
4092 4
7531 10
3952 10
5474 0
8492 3
9854 3
8132 9
5286 10
6677 3
9871 4
10616 3
1055 10
10988 1
7286 9
549 10
9535 7
11019 1
9192 5
2113 4
1235 3
6072 7
5964 3
4525 3
7213 10
10658 7
7666 10
2258 8
155 3
2037 8
8969 8
3277 6
163 3
1318 8
4318 1
9411 4
7430 10
7112 1
6674 10
2535 9
4534 8
2309 10
3178 7
7476 6
1757 10
7684 10
5757 3
8478 6
3872 8
11326 10
2090 10
2009 4
1423 8
10442 10
10349 0
5505 10
9856 4
3259 10
8814 5
10669 3
10491 9
3890 10
10399 7
829 7
1026 7
6315 8
7085 8
6299 0
7455 10
8154 8
8796 8
5304 3
8628 6
179 10
2594 10
10801 10
4179 1
3843 1
2340 7
10928 1
897 8
11657 1
3056 1
883 7
546 5
11191 10
8418 0
5526 8
6863 8
6531 9
4332 1
3136 2
1863 10
742 4
2827 8
11260 10
2496 10
8198 7
9286 8
1190 5
491 8
4861 0
466 10
5919 8
6545 4
3628 10
183 7
1280 6
2406 1
8458 1
3086 6
1227 1
388 1
5847 4
6205 4
2626 4
1347 1
8210 9
1133 4
9829 4
10768 10
7018 9
9369 7
8826 1
633 2
8843 8
8950 1
11008 4
2772 4
2325 10
2256 10
11514 8
10838 7
376 5
5485 9
1513 4
1665 3
10993 10
5596 5
2515 1
4402 7
6888 6
8570 1
6251 8
11580 2
3740 10
11114 4
4099 3
11502 7
1143 3
10042 8
5242 1
4996 4
2067 4
7965 2
1108 3
6734 4
4397 10
10974 10
505 2
3049 1
10143 5
4066 7
1562 3
1454 6
9521 1
4549 3
6086 1
7853 9
1974 4
1231 0
446 0
9784 4
8051 6
6536 3
5381 7
3421 2
4230 8
11620 10
2695 4
1426 8
118 6
10100 10
7106 10
11544 10
10563 7
11523 10
141 10
5262 8
6668 6
1567 4
6005 4
3625 5
1000 1
7683 10
3426 3
7856 3
9094 10
6454 4
8701 4
3600 10
2350 10
8907 10
2648 1
10231 3
3637 8
10384 10
922 8
5371 10
1265 1
1784 4
9777 4
10299 1
7005 4
10614 10
7412 3
11626 8
1307 3
9778 4
2708 4
2554 4
3496 10
2408 10
444 9
7031 6
10446 1
6760 7
11603 1
6178 4
7653 10
8252 3
9222 8
571 8
3209 6
469 10
2838 10
10234 10
5416 6
9654 7
11569 5
2035 4
1673 8
7585 10
3686 1
123 3
5293 1
8274 7
8321 9
11231 4
8734 10
3368 1
450 10
2566 4
2686 2
8959 10
1975 4
5572 9
2762 7
10678 3
7479 0
7827 2
6911 10
552 10
11376 10
2283 10
576 6
11622 10
11255 8
8926 6
7192 7
4511 1
11459 4
2596 6
699 4
1576 5
5689 9
2835 10
3946 6
9850 4
11433 3
3442 1
1849 3
4108 4
854 10
10763 3
3083 6
164 3
2811 10
1058 3
7095 3
1825 10
4648 3
11131 4
1278 6
9409 4
1232 3
7092 10
8030 2
8626 6
6648 6
7256 8
9295 10
2998 7
10501 4
3427 3
2072 0
5773 10
2352 10
5150 1
8361 0
9464 1
517 8
8214 0
10485 3
1858 7
9482 6
5517 1
6987 10
2833 9
3897 1
11596 6
5251 2
6000 4
7978 2
2026 1
2069 4
8371 3
1940 1
8875 2
3485 5
9605 5
7745 3
6800 3
5109 1
7037 2
6038 4
327 0
6520 1
6029 4
9349 10
3053 10
7533 10
9726 8
1487 8
7589 10
7069 10
6556 4
3255 3
6729 1
893 10
574 8
8813 4
7262 6
10597 1
5577 9
234 10
3439 10
7521 5
8229 10
3593 6
2088 3
816 10
5876 1
3116 2
10113 10
7145 6
39 10
2786 3
7174 1
1346 1
7139 10
11678 6
4959 7
4378 10
8623 1
3676 3
33 3
173 1
8363 7
2654 7
2160 4
8483 6
6683 3
753 3
7486 0
6755 3
6615 4
983 6
11044 10
10107 3
8530 3
5522 8
6533 6
1383 1
5318 10
6733 4
9117 1
1704 6
7921 8
6770 7
1616 10
1789 4
6828 1
8541 3
9249 5
7198 8
9255 10
4254 7
9143 1
9636 6
3257 3
7502 8
5349 3
5555 10
3541 5
8080 3
80 10
5731 8
3085 8
3025 7
1902 6
7416 3
4290 1
9894 4
2200 9
11066 8
1130 6
7969 2
4246 10
5973 3
11689 4
4834 4
2126 8
9390 5
1593 7
7238 8
1598 4
4712 1
9976 3
7010 6
10996 10
2575 1
5183 10
8867 0
11034 4
148 5
10663 3
11146 4
3999 4
7294 1
7252 8
3860 3
8679 3
10731 3
5082 4
3143 0
364 2
6078 7
11667 10
3189 8
5946 6
7828 0
2399 6
6338 8
3170 10
6450 4
7808 1
3538 1
477 2
16 9
457 10
11413 6
7484 0
11323 1
11206 3
3948 1
3362 1
1965 4
4442 1
7024 10
9451 10
8766 10
11441 3
3840 3
2815 1
3202 1
8878 8
9438 1
6003 4
605 8
2751 3
11158 1
11185 4
2016 4
623 1
6571 8
8632 6
4967 4
9645 8
3875 1
4677 4
3069 1
7042 4
8653 8
8597 1
4471 6
3211 6
5952 1
6384 10
7050 1
7607 6
3165 10
8255 4
2393 6
8269 0
5698 2
202 6
614 3
5658 1
10074 8
5672 10
1526 4
831 8
1063 1
9674 10
51 10
941 8
425 6
11229 4
8407 1
9159 4
3207 10
4017 10
5207 10
9705 5
5265 8
9664 7
3566 3
11584 2
8984 7
8165 1
4176 1
11241 4
18 5
10081 9
8337 3
9962 8
11041 1
6041 10
10045 8
912 10
10833 2
2061 8
1852 4
877 10
10321 10
11361 1
5466 8
8153 0
7206 5
4689 8
1521 7
3889 5
6040 7
976 6
2986 10
1800 10
5114 10
6300 6
7517 4
5038 1
2129 6
2230 3
6660 9
5350 3
7364 1
761 9
10774 10
7582 10
914 6
8577 8
3443 9
8611 10
9446 6
1914 9
6403 1
3040 4
6954 4
3121 10
10633 6
8231 4
5699 2
6831 10
3726 7
1584 7
8668 8
4840 3
10262 6
7537 10
3553 1
2380 8
10595 3
3058 10
3141 8
10660 7
9514 4
3731 3
8353 8
10176 7
3274 10
4341 2
385 7
9746 10
7073 6
3944 0
8513 2
1832 1
11425 10
201 3
2462 1
4517 3
7805 10
10947 7
10416 4
7512 9
7118 1
5889 3
1090 3
9387 10
2367 3
6045 10
3967 4
1680 4
8612 4
3350 1
1276 4
11176 1
5064 7
6386 10
370 8
9171 2
10434 8
553 3
10154 0
6914 1
1440 7
2370 10
6645 7
5014 8
4739 6
10102 1
8912 6
10117 6
1011 10
7733 7
10470 2
6416 4
4832 1
5069 1
11099 4
11021 8
7062 6
2768 1
4207 4
7998 1
7220 8
860 4
2953 9
3534 7
7127 0
6220 7
4693 1
6874 1
11482 10
7780 3
8384 9
1221 7
3655 3
9841 4
7267 1
7646 10
